"StandID","Year","TPA","BA","QMD","Cords","NetCords","BdFt"
"C4C-N",2023,359.769102359677,161.577518504593,9.07446372490548,39.6313917712168,39.6313917712168,10324.081714847
"C4C-N",2028,327.254459234268,150.255929172116,9.17519822928586,38.2672890007041,38.2672890007041,10136.1004932391
"C4C-N",2033,299.521865968415,139.159271904873,9.22962892728542,36.6500684325063,36.6500684325063,9631.13978139999
"C4C-N",2038,270.774030891821,128.98827904046,9.34574769591805,35.0720969233192,35.0720969233192,9201.54615117967
"C4C-N",2043,252.879779453951,119.635038062682,9.31353556278018,33.4432402490764,33.4432402490764,8699.06310717875
"C4C-N",2048,226.377092540221,108.783515468931,9.38658763208031,31.2606371284538,31.2606371284538,8111.6929966236
"C4C-N",2053,209.441615878285,98.947200517126,9.30706396975324,29.0870153843541,29.0870153843541,7455.28752827159
"C4C-N",2058,203.347414598536,90.6853089255724,9.04256364263759,27.1050216586011,27.1050216586011,6752.93656390761
"C4C-N",2063,192.125444619069,82.3880781996008,8.86711164551459,25.0494498322918,25.0494498322918,6087.44060817828
"C4C-N",2068,186.719784894559,79.5032534318944,8.83567462657064,24.6248242401168,24.6248242401168,5914.92145490176
"C4C-N",2073,203.215504788913,82.2447349592109,8.61426178494131,25.7614831457083,25.7614831457083,6199.80900665366
"C4C-N",2078,232.140504431073,86.743434241016,8.27723484596408,27.2849830236027,27.2849830236027,6241.44126292757
"C4C-N",2083,242.898329678094,89.6562084248784,8.22659947104759,28.5670511768798,28.5670511768798,6669.51299912714
"C4C-N",2088,240.05934839057,91.1767829891132,8.34497911575296,29.5938877928698,29.5938877928698,6763.35393735589
"C4C-N",2093,231.823413205362,92.0088975830845,8.53058272517075,30.4894505176438,30.4894505176438,6824.87124284618
"C4C-N",2098,227.124915152271,93.1145210828526,8.66999308530441,31.4694229527889,31.4694229527889,6951.82078844545
"C4C-N",2103,226.316116441478,94.5588130972545,8.75257212676493,32.5587173200002,32.5587173200002,7108.09718760584
"C4C-N",2108,229.391037411802,96.3827267854185,8.77715595085794,33.7825789403012,33.7825789403012,7218.91438928047
"C4C-N",2113,233.909455760492,98.3856445700236,8.78181758173812,35.092532049875,35.092532049875,7500.29478676714
"C4C-N",2118,226.007516159755,98.8557556060834,8.95533779366113,36.0083212592497,36.0083212592497,7621.23880415566
"C4C-N",2123,219.016644608701,99.281500738824,9.11670788074034,36.9224910929672,36.9224910929672,8087.64214057685
"H3B-N",2023,252.445441415379,99.1752087734219,8.48711776777619,27.1410027853472,27.1410027853472,6321.14786987113
"H3B-N",2028,214.582635615861,91.0348413284938,8.81960155534636,25.7748805215678,25.7748805215678,6091.09298357646
"H3B-N",2033,194.14008908517,84.1436283940334,8.91446817059444,24.4131547654247,24.4131547654247,5880.83830377051
"H3B-N",2038,168.531575281452,76.4047992600457,9.11721324210917,22.7624703709801,22.7624703709801,5637.28843204326
"H3B-N",2043,140.450936850966,68.113870518492,9.42970035938735,20.8772017528135,20.8772017528135,5238.67463806579
"H3B-N",2048,154.893713202361,70.9672951270588,9.16546839135636,21.9151061405471,21.9151061405471,5488.94552610359
"H3B-N",2053,150.1569681637,70.4484926113825,9.27482107651662,22.1268181046894,22.1268181046894,5612.4074919927
"H3B-N",2058,169.884061484376,73.9989143074943,8.93673313719427,23.3232366374919,23.3232366374919,5832.10704363217
"H3B-N",2063,184.367828418798,77.2849194409928,8.76692401218508,24.5407749322645,24.5407749322645,6151.81386281055
"H3B-N",2068,201.961498603941,81.0566352504212,8.57832363291501,25.9046530972151,25.9046530972151,6396.92771006213
"H3B-N",2073,216.488802119299,84.7087644149095,8.47010683158233,27.2485734986078,27.2485734986078,6753.99573663282
"H3B-N",2078,234.743262873264,89.0070218608316,8.33792529624476,28.8199421716868,28.8199421716868,6955.95201601565
"H3B-N",2083,251.94636611168,93.3870710108596,8.24388188979299,30.4348732849051,30.4348732849051,7118.40342361765
"H3B-N",2088,261.475317636018,97.0572069479086,8.24975361516884,31.9196704815063,31.9196704815063,7297.34020049508
"H3B-N",2093,264.973129215791,100.053135499199,8.32064259128582,33.28585607063,33.28585607063,7368.30852995403
"H3B-N",2098,257.921402888766,101.78717252913,8.50638954943763,34.410777124955,34.410777124955,7457.91588955648
"H3B-N",2103,250.21672515297,103.314552704132,8.7009167871947,35.5042943426676,35.5042943426676,7754.78686129228
"H3B-N",2108,241.564469488305,104.561564553237,8.90865091491814,36.550457471178,36.550457471178,8039.68549856546
"H3B-N",2113,232.792617948988,105.568601280034,9.118538051541,37.5372017919237,37.5372017919237,8323.25383819869
"H3B-N",2118,224.232998178434,106.351469686475,9.32533450631292,38.4603029331981,38.4603029331981,8720.844000933
"H3B-N",2123,215.863315321631,106.92875571903,9.53016167579849,39.3241908460196,39.3241908460196,9385.50064528045
"H3C-N",2023,236.087961176843,77.045259857437,7.73532338236793,19.6501556126448,19.6501556126448,3849.52192179623
"H3C-N",2028,225.457304360949,75.6378152902499,7.84295577778119,19.7641405319995,19.7641405319995,3895.35852041479
"H3C-N",2033,210.96647102657,72.8410631402016,7.95653270035974,19.5114715859657,19.5114715859657,3958.87435011104
"H3C-N",2038,187.483522722385,68.2056907664418,8.16716230751952,18.7908264616063,18.7908264616063,3922.338165939
"H3C-N",2043,179.28193687023,65.7763163291155,8.20179555503231,18.4604599874073,18.4604599874073,4001.69447811869
"H3C-N",2048,184.792249988065,68.0797236301625,8.21881961121256,19.3997430349887,19.3997430349887,4191.61789586914
"H3C-N",2053,193.044423531917,70.5854159021767,8.1878766582789,20.3706714236445,20.3706714236445,4382.65203583402
"H3C-N",2058,206.205759514476,74.9011360839445,8.16086587147575,21.8615217187265,21.8615217187265,4651.5217732221
"H3C-N",2063,211.263007164028,77.0420711823645,8.17701283429385,22.8148893924824,22.8148893924824,4935.5518932994
"H3C-N",2068,226.739024415086,81.7797031986695,8.13208784546861,24.4750587701282,24.4750587701282,5252.40009640637
"H3C-N",2073,234.18580124318,84.0856593409007,8.1137779861486,25.4621118045015,25.4621118045015,5480.10597522152
"H3C-N",2078,248.837209982277,88.9529073300999,8.09589459299244,27.2086938597759,27.2086938597759,5782.49481846133
"H3C-N",2083,256.475191214103,93.0711431084458,8.15694015544184,28.8752499708772,28.8752499708772,6149.7777068236
"H3C-N",2088,263.317543804694,97.1163864320549,8.22335033683297,30.5426046463735,30.5426046463735,6585.6944657826
"H3C-N",2093,247.986037999846,96.3759539095249,8.44137440080337,30.9336967061409,30.9336967061409,6770.79919898184
"H3C-N",2098,242.548834424255,98.6236141656077,8.6344224660589,32.2509099644916,32.2509099644916,7225.76793254762
"H3C-N",2103,234.852060617391,100.355401024293,8.85147446891652,33.4653399248788,33.4653399248788,7551.86500720742
"H3C-N",2108,227.809081128883,101.875415314793,9.05506585476581,34.632867409723,34.632867409723,7939.36001153077
