PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,model,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
158718482010854,13,1971,1982,11,sn,fvs_base,50.82819747924805,73.51667785644531,11.258895874023438,1132.2740478515625,3774.47412109375,105.36674475629852,1044.125477588064,3298.77721543382
158718482010854,13,1971,1982,11,sn,fvs_regional,50.56207275390625,72.9067153930664,11.27625846862793,1127.6759033203125,3762.4609375,105.36674475629852,1044.125477588064,3298.77721543382
158718482010854,13,1971,1982,11,sn,organon,42.51494216918945,53.733253479003906,12.044410705566406,1045.6641845703125,3702.675537109375,105.36674475629852,1044.125477588064,3298.77721543382
158718482010854,13,1971,1982,11,sn,conus_spdep,42.61082077026367,53.98527145385742,12.029804229736328,1161.915283203125,4203.19287109375,105.36674475629852,1044.125477588064,3298.77721543382
158718482010854,13,1971,1982,11,sn,conus_climate,42.563236236572266,53.623817443847656,12.063541412353516,978.7080078125,3506.147705078125,105.36674475629852,1044.125477588064,3298.77721543382
216219273020004,13,2014,2019,5,sn,fvs_base,13.69765567779541,23.603273391723633,10.315096855163574,263.15435791015625,508.68804931640625,13.52509423220522,216.54634420431802,985.188721928408
216219273020004,13,2014,2019,5,sn,fvs_regional,13.425333023071289,23.07107162475586,10.329158782958984,257.9454650878906,504.658447265625,13.52509423220522,216.54634420431802,985.188721928408
216219273020004,13,2014,2019,5,sn,organon,12.011500358581543,20.72076988220215,10.309366226196289,260.1620178222656,520.6755981445312,13.52509423220522,216.54634420431802,985.188721928408
216219273020004,13,2014,2019,5,sn,conus_spdep,12.011720657348633,20.721187591552734,10.309357643127441,305.41229248046875,620.8829345703125,13.52509423220522,216.54634420431802,985.188721928408
216219273020004,13,2014,2019,5,sn,conus_climate,12.011446952819824,20.720624923706055,10.309378623962402,249.4567108154297,497.6125793457031,13.52509423220522,216.54634420431802,985.188721928408
61357366010478,13,2004,2009,5,sn,fvs_base,18.525413513183594,23.61347007751465,11.993346214294434,463.4493408203125,1687.409912109375,,,
61357366010478,13,2004,2009,5,sn,fvs_regional,18.232074737548828,23.151582717895508,12.016112327575684,456.43572998046875,1667.394775390625,,,
61357366010478,13,2004,2009,5,sn,organon,16.02548599243164,20.250703811645508,12.045416831970215,429.73046875,1617.665283203125,,,
61357366010478,13,2004,2009,5,sn,conus_spdep,16.02753257751465,20.252941131591797,12.04552173614502,465.13543701171875,1705.083251953125,,,
61357366010478,13,2004,2009,5,sn,conus_climate,16.009286880493164,20.234724044799805,12.044081687927246,416.37396240234375,1547.504638671875,,,
22300805010478,1,2001,2006,5,sn,fvs_base,121.18643951416016,194.3504638671875,10.692285537719727,2882.83544921875,7980.03369140625,125.27244746014607,2632.662671955204,8330.206143775391
22300805010478,1,2001,2006,5,sn,fvs_regional,120.09546661376953,191.73223876953125,10.716476440429688,2858.970458984375,7945.0908203125,125.27244746014607,2632.662671955204,8330.206143775391
22300805010478,1,2001,2006,5,sn,organon,102.98371124267578,165.33163452148438,10.686671257019043,2466.968505859375,6888.6494140625,125.27244746014607,2632.662671955204,8330.206143775391
22300805010478,1,2001,2006,5,sn,conus_spdep,102.99166870117188,165.33358764648438,10.68702220916748,2638.669921875,7488.51708984375,125.27244746014607,2632.662671955204,8330.206143775391
22300805010478,1,2001,2006,5,sn,conus_climate,103.02217102050781,165.35711669921875,10.687846183776855,2462.374755859375,6889.96240234375,125.27244746014607,2632.662671955204,8330.206143775391
216219421020004,13,2014,2020,6,sn,fvs_base,139.03407287597656,163.5279998779297,12.485357284545898,4016.468017578125,17189.25390625,153.02770733095477,3747.125894572144,16431.813391990654
216219421020004,13,2014,2020,6,sn,fvs_regional,138.40074157714844,162.2723846435547,12.504983901977539,4000.999267578125,17151.75,153.02770733095477,3747.125894572144,16431.813391990654
216219421020004,13,2014,2020,6,sn,organon,120.02130889892578,134.3832550048828,12.796550750732422,3593.707275390625,16016.9619140625,153.02770733095477,3747.125894572144,16431.813391990654
