PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,config,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS
160402106010854,28,1987,1994,7,sn,default,75.16644287109375,120.0575180053711,10.714048385620117,1800.1763916015625,4970.00634765625,86.86206594692871
160402106010854,28,1987,1994,7,sn,calibrated,74.73302459716797,119.04593658447266,10.728408813476562,1791.9036865234375,4960.40380859375,86.86206594692871
160402106010854,28,1987,1994,7,sn,hg_bayes,75.16887664794922,120.0575180053711,10.71422290802002,2304.752197265625,6170.54150390625,86.86206594692871
160402106010854,28,1987,1994,7,sn,hg_organon,75.16887664794922,120.0575180053711,10.71422290802002,2304.752197265625,6170.54150390625,86.86206594692871
160402106010854,28,1987,1994,7,sn,hg_conus_sp,75.098876953125,120.05755615234375,10.709228515625,2074.314697265625,5812.44580078125,86.86206594692871
160402106010854,28,1987,1994,7,sn,hg_conus_clim,75.16644287109375,120.0575180053711,10.714048385620117,1800.1763916015625,4970.00634765625,86.86206594692871
59488841010478,5,2000,2009,9,sn,default,111.13861083984375,191.7384033203125,10.30894660949707,2985.5615234375,7889.9873046875,134.2259896144072
59488841010478,5,2000,2009,9,sn,calibrated,109.87551879882812,188.4905242919922,10.338132858276367,2956.62548828125,7852.3935546875,134.2259896144072
59488841010478,5,2000,2009,9,sn,hg_bayes,111.20408630371094,191.73812866210938,10.311988830566406,3630.911865234375,9420.9765625,134.2259896144072
59488841010478,5,2000,2009,9,sn,hg_organon,111.20408630371094,191.73812866210938,10.311988830566406,3630.911865234375,9420.9765625,134.2259896144072
59488841010478,5,2000,2009,9,sn,hg_conus_sp,111.13211059570312,191.73837280273438,10.308648109436035,3327.0654296875,8937.1015625,134.2259896144072
59488841010478,5,2000,2009,9,sn,hg_conus_clim,111.03424072265625,191.73861694335938,10.304089546203613,3290.86376953125,9153.009765625,134.2259896144072
59384210010478,5,2000,2009,9,sn,default,83.30310821533203,98.719970703125,12.438398361206055,2262.553466796875,9233.6806640625,20.073953487801226
59384210010478,5,2000,2009,9,sn,calibrated,80.96888732910156,94.71681213378906,12.519352912902832,2202.830078125,9146.8857421875,20.073953487801226
59384210010478,5,2000,2009,9,sn,hg_bayes,83.30535888671875,98.719970703125,12.438563346862793,2888.9013671875,11763.1181640625,20.073953487801226
59384210010478,5,2000,2009,9,sn,hg_organon,83.30535888671875,98.719970703125,12.438563346862793,2888.9013671875,11763.1181640625,20.073953487801226
59384210010478,5,2000,2009,9,sn,hg_conus_sp,83.30570983886719,98.719970703125,12.438591003417969,2704.48388671875,10961.3603515625,20.073953487801226
59384210010478,5,2000,2009,9,sn,hg_conus_clim,83.30420684814453,98.719970703125,12.438477516174316,2779.348388671875,11420.021484375,20.073953487801226
61057018010478,13,2000,2008,8,sn,default,67.94682312011719,110.89697265625,10.598907470703125,1622.1488037109375,4309.37841796875,88.93750710114497
61057018010478,13,2000,2008,8,sn,calibrated,67.87159729003906,110.70440673828125,10.602242469787598,1620.632568359375,4307.87548828125,88.93750710114497
61057018010478,13,2000,2008,8,sn,hg_bayes,67.90557098388672,110.89707946777344,10.595683097839355,1861.83056640625,4887.5908203125,88.93750710114497
61057018010478,13,2000,2008,8,sn,hg_organon,67.90557098388672,110.89707946777344,10.595683097839355,1861.83056640625,4887.5908203125,88.93750710114497
61057018010478,13,2000,2008,8,sn,hg_conus_sp,67.89158630371094,110.89710998535156,10.594592094421387,1732.9869384765625,4676.15869140625,88.93750710114497
61057018010478,13,2000,2008,8,sn,hg_conus_clim,67.94682312011719,110.89697265625,10.598907470703125,1622.1488037109375,4309.37841796875,88.93750710114497
85128821010478,28,2006,2014,8,sn,default,34.51883316040039,40.795799255371094,12.45536994934082,714.8562622070312,2323.95947265625,41.81957333874206
