PLOT,STATE,MEASYEAR1,MEASYEAR2,PERIOD_YR,variant,model,BA_PRED,TPA_PRED,QMD_PRED,MCuFt_PRED,BdFt_PRED,BA_OBS,MCuFt_OBS,BdFt_OBS
29395410010497,41,2008,2018,10,wc,fvs_base,232.38583374023438,139.90623474121094,17.451093673706055,7955.7890625,45715.83203125,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,wc,fvs_regional,233.06564331054688,140.62625122070312,17.431795120239258,7976.25341796875,45832.84375,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,wc,organon,170.57540893554688,99.25735473632812,17.750608444213867,5899.19775390625,34108.99609375,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,wc,conus_spdep,170.6014404296875,99.27037048339844,17.75080108642578,6305.01708984375,37091.703125,264.84757851880437,8754.91600874458,54006.747954664395
29395410010497,41,2008,2018,10,wc,conus_climate,170.57333374023438,99.25555419921875,17.750661849975586,5878.84033203125,33995.1640625,264.84757851880437,8754.91600874458,54006.747954664395
41118547010497,41,2002,2012,10,wc,fvs_base,117.4785385131836,94.97785949707031,15.059286117553711,3397.8955078125,18110.45703125,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,wc,fvs_regional,116.68817901611328,94.2927474975586,15.062970161437988,3374.177001953125,17983.390625,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,wc,organon,81.99540710449219,64.80325317382812,15.231148719787598,2135.723388671875,11010.9814453125,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,wc,conus_spdep,81.98255157470703,64.78582000732422,15.23200511932373,2294.541259765625,11961.7060546875,89.71130680017055,2399.4411535977583,12796.68630606537
41118547010497,41,2002,2012,10,wc,conus_climate,81.97044372558594,64.77242279052734,15.232455253601074,2354.40869140625,12511.1064453125,89.71130680017055,2399.4411535977583,12796.68630606537
22828631010497,41,2007,2017,10,wc,fvs_base,90.73086547851562,96.50849151611328,13.128979682922363,2351.69677734375,12208.4443359375,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,wc,fvs_regional,89.43855285644531,93.82255554199219,13.220412254333496,2323.032958984375,12075.7275390625,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,wc,organon,75.69481658935547,81.2071304321289,13.072911262512207,1781.9927978515625,9210.734375,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,wc,conus_spdep,75.89923095703125,81.25911712646484,13.0863618850708,1986.751220703125,10494.7138671875,99.88232297563574,2035.039239470128,10283.270366423996
22828631010497,41,2007,2017,10,wc,conus_climate,75.70462036132812,81.22532653808594,13.07229232788086,1957.644775390625,10266.458984375,99.88232297563574,2035.039239470128,10283.270366423996
41119734010497,41,2005,2015,10,wc,fvs_base,70.03681182861328,173.42845153808594,8.604769706726074,1718.0340576171875,8785.5185546875,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,wc,fvs_regional,63.54560470581055,155.6374969482422,8.65211009979248,1562.8841552734375,7975.9658203125,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,wc,organon,59.57365417480469,148.7613067626953,8.568764686584473,1323.275390625,6692.576171875,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,wc,conus_spdep,59.59703063964844,148.8040008544922,8.569219589233398,1455.1705322265625,7460.0810546875,80.15024780744254,1609.413762933018,4065.5391979025976
41119734010497,41,2005,2015,10,wc,conus_climate,59.59703063964844,148.8040008544922,8.569219589233398,1455.1705322265625,7460.0810546875,80.15024780744254,1609.413762933018,4065.5391979025976
40220449010497,53,2010,2021,11,wc,fvs_base,243.92132568359375,106.90740966796875,20.453020095825195,4956.56396484375,25192.841796875,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,wc,fvs_regional,244.54409790039062,107.21141052246094,20.45004653930664,4969.0966796875,25256.072265625,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,wc,organon,186.85153198242188,80.01860809326172,20.691364288330078,3836.72705078125,19593.115234375,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,wc,conus_spdep,186.919921875,80.05638885498047,20.690265655517578,4409.1796875,23673.638671875,216.95361285693042,4464.007314006966,25824.639341437076
40220449010497,53,2010,2021,11,wc,conus_climate,186.84030151367188,80.01058959960938,20.691776275634766,3826.927734375,19539.103515625,216.95361285693042,4464.007314006966,25824.639341437076
48206131010497,41,2011,2022,11,wc,fvs_base,47.906612396240234,47.57355499267578,13.587865829467773,821.0562744140625,3693.664794921875,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,wc,fvs_regional,47.806156158447266,47.462974548339844,13.589414596557617,820.1133422851562,3694.25146484375,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,wc,organon,39.051517486572266,38.13205337524414,13.702825546264648,601.5786743164062,2860.512939453125,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,wc,conus_spdep,39.05365753173828,38.13219451904297,13.703176498413086,729.228759765625,3187.328125,40.47086190108595,397.92358264935007,1344.2042410010858
48206131010497,41,2011,2022,11,wc,conus_climate,39.051544189453125,38.13208770751953,13.702825546264648,601.5791625976562,2860.51513671875,40.47086190108595,397.92358264935007,1344.2042410010858
22399222010497,53,2006,2016,10,wc,fvs_base,112.4141616821289,182.0831756591797,10.639273643493652,3435.802734375,17409.677734375,,,
22399222010497,53,2006,2016,10,wc,fvs_regional,107.17216491699219,172.66839599609375,10.667698860168457,3271.883056640625,16573.56640625,,,
22399222010497,53,2006,2016,10,wc,organon,96.96807098388672,157.3798370361328,10.628599166870117,2792.6826171875,14032.14453125,,,
22399222010497,53,2006,2016,10,wc,conus_spdep,97.04634094238281,157.41510009765625,10.63170051574707,2978.625244140625,15124.595703125,,,
22399222010497,53,2006,2016,10,wc,conus_climate,97.06529998779297,157.4689483642578,10.630921363830566,2952.871337890625,14944.7939453125,,,
22932014010497,41,2008,2018,10,wc,fvs_base,93.97595977783203,103.04161071777344,12.93118667602539,2034.3045654296875,10750.3251953125,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,wc,fvs_regional,94.1400146484375,103.22501373291016,12.930968284606934,2036.9649658203125,10766.7900390625,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,wc,organon,76.41094970703125,85.21141052246094,12.822279930114746,1415.4248046875,7219.134765625,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,wc,conus_spdep,76.42268371582031,85.230224609375,12.821846008300781,1733.82275390625,9002.01953125,121.66991689085805,2748.098867432358,12732.011469280982
22932014010497,41,2008,2018,10,wc,conus_climate,76.40325164794922,85.19900512695312,12.822566032409668,1436.49609375,7341.84375,121.66991689085805,2748.098867432358,12732.011469280982
22399107010497,53,2006,2016,10,wc,fvs_base,142.1052703857422,216.6748046875,10.96572208404541,4440.7900390625,23900.953125,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,wc,fvs_regional,141.30259704589844,214.36526489257812,10.993454933166504,4423.4072265625,23811.111328125,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,wc,organon,92.76087188720703,136.0236053466797,11.181798934936523,2798.831787109375,15164.53515625,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,wc,conus_spdep,92.7705307006836,136.025390625,11.182305335998535,2908.19873046875,16006.513671875,122.95832560851363,3085.017079720594,15221.154785710056
22399107010497,53,2006,2016,10,wc,conus_climate,92.79521942138672,136.0881805419922,11.181215286254883,2835.364990234375,15516.466796875,122.95832560851363,3085.017079720594,15221.154785710056
8623431010901,53,2006,2016,10,wc,fvs_base,96.06476593017578,267.1209411621094,8.120158195495605,1425.832275390625,7171.6513671875,,,
8623431010901,53,2006,2016,10,wc,fvs_regional,95.94187927246094,266.8918762207031,8.11844253540039,1419.7841796875,7137.62451171875,,,
8623431010901,53,2006,2016,10,wc,organon,71.64979553222656,194.28707885742188,8.222840309143066,1070.0601806640625,5366.2529296875,,,
8623431010901,53,2006,2016,10,wc,conus_spdep,71.75401306152344,194.40087890625,8.226410865783691,1301.9677734375,6798.1142578125,,,
8623431010901,53,2006,2016,10,wc,conus_climate,71.707763671875,194.26698303222656,8.226593017578125,1086.563720703125,5474.55224609375,,,
41118789010497,41,2002,2012,10,wc,fvs_base,94.70389556884766,72.57118225097656,15.468140602111816,2609.33349609375,13565.6201171875,70.69893217743387,1550.070058725484,8127.897498142178
41118789010497,41,2002,2012,10,wc,fvs_regional,94.38228607177734,72.25598907470703,15.475500106811523,2601.043212890625,13522.4482421875,70.69893217743387,1550.070058725484,8127.897498142178
41118789010497,41,2002,2012,10,wc,organon,75.44539642333984,57.25913619995117,15.542831420898438,2037.91259765625,10543.544921875,70.69893217743387,1550.070058725484,8127.897498142178
41118789010497,41,2002,2012,10,wc,conus_spdep,75.47039031982422,57.261024475097656,15.545148849487305,2152.81298828125,11234.8818359375,70.69893217743387,1550.070058725484,8127.897498142178
41118789010497,41,2002,2012,10,wc,conus_climate,75.4456558227539,57.259483337402344,15.54281234741211,2030.6090087890625,10499.7646484375,70.69893217743387,1550.070058725484,8127.897498142178
41118390010497,41,2001,2011,10,wc,fvs_base,142.388916015625,102.87364959716797,15.930238723754883,4269.13623046875,23323.146484375,,,
41118390010497,41,2001,2011,10,wc,fvs_regional,142.74586486816406,103.29119873046875,15.917924880981445,4277.33154296875,23365.65625,,,
41118390010497,41,2001,2011,10,wc,organon,117.1102523803711,82.12171936035156,16.1697998046875,3240.39892578125,17409.439453125,,,
41118390010497,41,2001,2011,10,wc,conus_spdep,117.15609741210938,82.15848541259766,16.169349670410156,3507.13916015625,19091.326171875,,,
41118390010497,41,2001,2011,10,wc,conus_climate,117.10042572021484,82.10324096679688,16.17094612121582,3263.016845703125,17542.23046875,,,
41119464010497,41,2004,2014,10,wc,fvs_base,465.360107421875,100.92668914794922,29.075551986694336,19664.59375,136050.5625,466.1534451091422,20551.042278218523,143531.2217951938
41119464010497,41,2004,2014,10,wc,fvs_regional,466.9825744628906,103.08362579345703,28.819849014282227,19714.564453125,136389.0625,466.1534451091422,20551.042278218523,143531.2217951938
41119464010497,41,2004,2014,10,wc,organon,364.38739013671875,82.69140625,28.424179077148438,15440.5908203125,107008.6953125,466.1534451091422,20551.042278218523,143531.2217951938
41119464010497,41,2004,2014,10,wc,conus_spdep,364.4063720703125,82.69230651855469,28.42474937438965,15701.560546875,109003.3203125,466.1534451091422,20551.042278218523,143531.2217951938
41119464010497,41,2004,2014,10,wc,conus_climate,364.37982177734375,82.69086456298828,28.423961639404297,15405.7626953125,106800.921875,466.1534451091422,20551.042278218523,143531.2217951938
24919128010900,41,2004,2014,10,wc,fvs_base,153.1632080078125,248.96673583984375,10.620450973510742,3157.02880859375,15463.3603515625,110.67956975568316,2545.34847343167,9256.458329793952
24919128010900,41,2004,2014,10,wc,fvs_regional,153.5946807861328,249.82720947265625,10.6170654296875,3165.57080078125,15505.7373046875,110.67956975568316,2545.34847343167,9256.458329793952
24919128010900,41,2004,2014,10,wc,organon,119.44952392578125,190.35459899902344,10.72622299194336,2288.25830078125,10911.783203125,110.67956975568316,2545.34847343167,9256.458329793952
24919128010900,41,2004,2014,10,wc,conus_spdep,120.29246520996094,190.66043090820312,10.75536823272705,2804.384033203125,14020.2861328125,110.67956975568316,2545.34847343167,9256.458329793952
24919128010900,41,2004,2014,10,wc,conus_climate,119.43968963623047,190.33023071289062,10.726468086242676,2278.69970703125,10851.0869140625,110.67956975568316,2545.34847343167,9256.458329793952
8616160010901,53,2006,2016,10,wc,fvs_base,70.16008758544922,32.51399612426758,19.890527725219727,2358.398193359375,14510.115234375,83.6310562357862,2687.723974084148,16515.200957711677
8616160010901,53,2006,2016,10,wc,fvs_regional,70.13573455810547,32.52824783325195,19.882715225219727,2357.621826171875,14507.8505859375,83.6310562357862,2687.723974084148,16515.200957711677
8616160010901,53,2006,2016,10,wc,organon,53.89775848388672,25.864004135131836,19.54671287536621,1838.0135498046875,11361.49609375,83.6310562357862,2687.723974084148,16515.200957711677
8616160010901,53,2006,2016,10,wc,conus_spdep,53.8995361328125,25.86398696899414,19.547039031982422,1907.111328125,11868.4169921875,83.6310562357862,2687.723974084148,16515.200957711677
8616160010901,53,2006,2016,10,wc,conus_climate,53.89834213256836,25.864633560180664,19.546579360961914,1840.784912109375,11402.5546875,83.6310562357862,2687.723974084148,16515.200957711677
29881615010497,41,2009,2019,10,wc,fvs_base,51.73078155517578,54.68196487426758,13.17009162902832,1228.4937744140625,6058.04248046875,41.52807651258089,882.4417445527221,4160.664823452082
29881615010497,41,2009,2019,10,wc,fvs_regional,51.50672912597656,54.39872741699219,13.17570686340332,1223.47509765625,6033.48681640625,41.52807651258089,882.4417445527221,4160.664823452082
29881615010497,41,2009,2019,10,wc,organon,40.59337615966797,42.5546989440918,13.224828720092773,940.1554565429688,4549.646484375,41.52807651258089,882.4417445527221,4160.664823452082
29881615010497,41,2009,2019,10,wc,conus_spdep,40.71809005737305,42.590145111083984,13.239617347717285,1021.5552368164062,5068.8095703125,41.52807651258089,882.4417445527221,4160.664823452082
29881615010497,41,2009,2019,10,wc,conus_climate,40.59346008300781,42.55482864379883,13.224822998046875,932.2062377929688,4511.75048828125,41.52807651258089,882.4417445527221,4160.664823452082
29882157010497,41,2009,2019,10,wc,fvs_base,218.3441162109375,90.26897430419922,21.05900001525879,8680.5458984375,51203.09375,,,
29882157010497,41,2009,2019,10,wc,fvs_regional,218.8801727294922,90.50342559814453,21.05750846862793,8702.0078125,51328.76953125,,,
29882157010497,41,2009,2019,10,wc,organon,168.48731994628906,69.24697875976562,21.121240615844727,6420.73291015625,37694.265625,,,
29882157010497,41,2009,2019,10,wc,conus_spdep,168.50302124023438,69.25360870361328,21.1212158203125,6718.48828125,39668.6953125,,,
29882157010497,41,2009,2019,10,wc,conus_climate,168.48741149902344,69.24610900878906,21.121383666992188,6391.84814453125,37418.375,,,
24198975010900,53,2002,2012,10,wc,fvs_base,125.34319305419922,166.00550842285156,11.765907287597656,2910.146240234375,14255.1015625,176.31169304170916,3589.0429053748303,16258.462620091337
24198975010900,53,2002,2012,10,wc,fvs_regional,125.04975128173828,165.23353576660156,11.77955150604248,2902.255126953125,14212.029296875,176.31169304170916,3589.0429053748303,16258.462620091337
24198975010900,53,2002,2012,10,wc,organon,93.89134979248047,123.58588409423828,11.802245140075684,2241.409912109375,11057.1103515625,176.31169304170916,3589.0429053748303,16258.462620091337
24198975010900,53,2002,2012,10,wc,conus_spdep,94.22284698486328,123.75466918945312,11.814997673034668,2537.478759765625,12734.81640625,176.31169304170916,3589.0429053748303,16258.462620091337
24198975010900,53,2002,2012,10,wc,conus_climate,93.89661407470703,123.58362579345703,11.802680969238281,2214.0380859375,10914.400390625,176.31169304170916,3589.0429053748303,16258.462620091337
40220716010497,53,2010,2022,12,wc,fvs_base,57.993186950683594,23.784727096557617,21.143444061279297,1804.4061279296875,10225.947265625,42.36254229454599,1431.8517185490841,8836.48662627073
40220716010497,53,2010,2022,12,wc,fvs_regional,58.156307220458984,23.855966567993164,21.141517639160156,1809.4349365234375,10254.2314453125,42.36254229454599,1431.8517185490841,8836.48662627073
