"PLOT","YEAR_PREV","YEAR_CURR","PERIOD_YR","BA_PRED_ft2ac","TPA_PRED","QMD_PRED_in","Cords_PRED_ac","BdFt_intl_PRED_ac","BA_OBS_PREV","BA_OBS_CURR"
1100,1990,2000,10,64.7021003090933,200.590772515597,7.69035073248365,9.76437118790505,1542.24299550469,56.11,58.92
1101,1990,2000,10,102.529992451124,228.103773337826,9.07824002513369,27.5809531021487,6563.55028593893,91.26,84.95
1102,1990,2000,10,67.1602490268415,133.745344578018,9.59531518906999,13.3561707623245,3580.78697958715,63.52,73.87
1104,1990,2000,10,60.9773338164319,144.136116851086,8.80724829150322,9.93828430909925,2315.35399915697,53.86,50.97
1105,1986,2000,14,30.9229842581234,101.884621855578,7.45982799635005,6.68127879667105,571.149694267698,19.9,51.92
1106,1990,2000,10,110.606120768169,290.857855120778,8.3500988162335,28.6017754882072,5467.94659272045,120.36,94.47
1107,1986,2000,14,18.3757291069289,55.5734301030428,7.78629980021118,3.53325328847064,269.674614818499,13.96,63.74
1109,1990,2000,10,62.8200451442645,109.740939423275,10.2448880835989,14.0949362169064,4173.73130781289,59.44,67.57
1114,1986,1995,9,72.066698922463,66.419744926064,14.1046120765595,16.1354091859375,5336.24318424144,78.01,66.79
1115,1986,2000,14,40.0534907377006,46.879976872233,12.5160971259507,7.77880314819885,2731.22421647871,34.16,57.39
1117,1986,1995,9,48.6203662152887,48.8265506780142,13.5121209358119,10.3404209140511,3630.63667648904,49.95,69.13
1119,1986,1995,9,33.3285478748606,60.7505928137222,10.0294096187126,6.27510965822851,1916.30390243426,27.31,40.41
1130,1986,1999,13,68.4642293034398,92.0951800379718,11.6749719128346,23.1544328608187,7857.32465199485,66.54,49.26
1133,1986,1999,13,28.2958916895768,59.5168889141966,9.3364981315992,8.42434305581449,1759.64713080888,23.27,41.44
1134,1986,1999,13,32.5100979135923,59.3053710168886,10.0254657660098,10.0780634654765,2506.92038157429,27.08,31.77
1146,1986,1995,9,84.5995020772417,128.826757261593,10.9729474433816,25.4276989278457,7688.72686687503,81.95,92.07
1150,1994,1999,5,50.0760430356331,169.975571557999,7.3496080676775,22.9724792241292,916.131841194494,44.83,38.44
